hotel_name,instagram_handle,country,lists,followers,visible_like_posts_12mo,posts_90d,median_engagement_rate_pct,breakouts_12mo,score,rank,currently_tracked,recommendation,note
The Chanler at Cliff Walk,thechanler,United States,Forbes,24000,0,2,,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Mayfair House Hotel & Garden,mayfairhousemiami,United States,Gold List,23908,10,7,0.201,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Regent Hong Kong,hongkongregent,China,Forbes,22531,8,7,0.399,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"The Oberoi Beach Resort, Mauritius",theoberoimauritius,Mauritius,Forbes,22477,3,6,0.218,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Address Istanbul,addresshotelistanbul,Turkey,Forbes,22373,0,11,,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The St. Regis Hong Kong,stregishk,China,Forbes,22370,1,2,0.156,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Mandarin Oriental Savoy, Zurich",mo_savoyzurich,Switzerland,Forbes,21725,7,6,0.442,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Gran Hotel Inglés,granhotelingles,Spain,Gold List,21102,10,10,0.126,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Gardena Grödnerhof,gardenagroednerhof,Italy,Forbes,21038,7,6,0.575,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Posada Ayana,posadaayana,Uruguay,Gold List,20978,0,0,,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Bvlgari Hotel Tokyo,bvlgarihoteltokyo,Japan,"Forbes, World's 50 Best",20749,9,9,1.162,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Raya Heritage,rayaheritage,Thailand,Gold List,20739,4,5,0.104,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Refugia Chiloé,refugia_chiloe,Chile,Gold List,20262,0,1,,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Royal Palm Beachcomber Luxury,royalpalmbeachcomber,Mauritius,Forbes,20046,2,3,0.821,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Cempedak Island,cempedakisland,Indonesia,Gold List,19893,1,4,0.468,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Mandarin Oriental, Boston",mo_boston,United States,Forbes,19767,1,5,2.256,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Sheldon Chalet,sheldonchalet,United States,Gold List,19742,1,2,0.689,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"The Ritz-Carlton, Riyadh",theritzcarltonruh,Saudi Arabia,Forbes,19634,4,4,0.237,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Altira Macau,altira.macau,China,Forbes,19613,5,5,0.061,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Capella Hanoi,capellahanoi,Vietnam,Forbes,19602,6,5,0.398,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Akelarre,akelarrehotel,Spain,Gold List,19392,9,9,0.299,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"The Ritz-Carlton, Dove Mountain",ritzcarltondovemountain,United States,Forbes,19351,9,9,0.160,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The Point,the_pointresort,United States,"Forbes, Gold List",18525,2,2,0.613,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Rosewood Sand Hill,rosewoodsandhill,United States,Forbes,17724,5,5,0.214,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The Hazelton Hotel,hazeltonto,Canada,Forbes,17719,2,4,1.185,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Boston Harbor Hotel,bostonharborhotel,United States,Forbes,17018,9,12,0.353,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The Capitol Hotel Tokyu,thecapitolhoteltokyu,Japan,Forbes,16833,10,8,0.855,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Severin's Resort & Spa,severins_resort_spa,Germany,Gold List,16576,1,4,2.769,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Paiza Lofts,parisian_macao,China,Forbes,15566,3,3,0.276,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Welcomhotel By ITC Hotels, Pine N Peak, Pahalgam",welcomhotel.pinenpeak_pahalgam,India,Gold List,15358,3,4,0.651,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Waldorf Astoria Seychelles Platte Island,waldorfastoriaplatteisland,Seychelles,Forbes,15224,2,8,0.634,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Turtle Inn,turtleinn,Belize,Gold List,15123,0,2,,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The Prince Akatoki London,theprinceakatokilondon,United Kingdom,Forbes,14744,6,6,0.054,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Takanawa Hanakohro,takanawa_hanakohro,Japan,Forbes,14622,5,2,0.260,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"The Ritz-Carlton, Dallas",ritzcarltondallas,United States,Forbes,13563,8,9,0.162,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Bvlgari Hotel London,bvlgarihotellondon,United Kingdom,Forbes,13329,4,5,0.874,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Jack's Camp,jackscampbotswana,Botswana,Gold List,13095,0,1,,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Sofitel Legend Metropole Hanoi,sofitellegendmetropolehanoi,Vietnam,Gold List,12712,8,8,0.464,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Portrait Firenze  — Lungarno Collection,portraitfirenze,Italy,Forbes,12095,7,7,0.537,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Hotel 41,41hotel,United Kingdom,Forbes,11804,3,3,0.347,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The Egerton House Hotel,egerton_house,United Kingdom,Forbes,11567,5,5,0.398,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Mandarin Oriental Pudong, Shanghai",mo_pudong,China,Forbes,10806,0,1,,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Gangtey Lodge,gangteylodge,Bhutan,Gold List,10484,8,7,0.358,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The St. Regis San Francisco,stregissf,United States,Forbes,9417,3,3,0.181,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The St. Regis Macao,stregismacao,China,Forbes,9041,9,8,0.066,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"The Canyon Suites at The Phoenician,  A Luxury Collection Resort",canyonsuitesscottsdale,United States,Forbes,8849,0,0,,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Rosewood Guangzhou,rosewoodguangzhou,China,Forbes,8542,5,5,0.304,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Capella Shanghai, Jian Ye Li",capellashanghai,China,Forbes,8513,1,5,0.787,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Mandarin Oriental, Shenzhen",mo_shenzhen_,China,Forbes,8469,2,5,0.254,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Chatham Inn,chatham.inn,United States,Forbes,8048,11,11,0.422,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Mandarin Oriental Qianmen, Beijing",mo_qianmen,China,"Forbes, World's 50 Best",7931,5,5,0.517,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
ESPACIO The Jewel of Waikiki,espaciowaikiki,United States,Forbes,7507,9,8,0.173,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The Peninsula Shanghai,thepeninsulashanghai,China,Forbes,6743,2,2,0.475,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Mandarin Oriental Wangfujing, Beijing",mo_wangfujing,China,Forbes,6549,0,2,,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The Peninsula Beijing,thepeninsulabeijing,China,Forbes,5158,6,7,0.485,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"The Ritz-Carlton, Guangzhou",ritzcarltonguangzhou,China,Forbes,4467,5,5,0.291,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
RiverView Ranch,riverviewranchretreat,United States,Forbes,4347,0,4,,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Dolphin Island,dolphinislandfiji,Fiji,Forbes,3657,0,0,,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Canaves Ena,canavesena,Greece,Gold List,3003,6,6,1.965,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Hotel Okura Macau,hotelokuramacau,China,Forbes,2994,2,2,0.234,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Airelles Courchevel, Les Airelles",airellescourchevel,France,Forbes,73202,0,0,,0,,,no,needs sample scrape,no post data at all — needs a sample scrape before it can be ranked
Janu Tokyo,januhotels,Japan,World's 50 Best,60486,0,0,,0,,,no,needs sample scrape,no post data at all — needs a sample scrape before it can be ranked
Stein Eriksen Lodge Deer Valley,steinlodge,United States,Forbes,56088,0,0,,0,,,no,needs sample scrape,no post data at all — needs a sample scrape before it can be ranked
Hotel Adlon Kempinski Berlin,hoteladlonkempinski,Germany,Gold List,43313,0,0,,0,,,no,needs sample scrape,no post data at all — needs a sample scrape before it can be ranked
"The St. Regis Dubai, The Palm",stregisdubaithepalm,United Arab Emirates,Forbes,41529,0,0,,0,,,no,needs sample scrape,no post data at all — needs a sample scrape before it can be ranked
"The Ritz-Carlton, Chengdu",theritzcarltonchengdu,China,Forbes,32676,0,0,,0,,,no,needs sample scrape,no post data at all — needs a sample scrape before it can be ranked
Palazzo Margherita,palazzomargherita,Italy,Gold List,24877,0,0,,0,,,no,needs sample scrape,no post data at all — needs a sample scrape before it can be ranked
The Happy House,happyhousenepal,Nepal,Gold List,13263,0,0,,0,,,no,needs sample scrape,no post data at all — needs a sample scrape before it can be ranked
Kinondo Kwetu,kinondokwetu,Kenya,Gold List,12749,0,0,,0,,,no,needs sample scrape,no post data at all — needs a sample scrape before it can be ranked
"The Ritz-Carlton, Macau",ritzcarltonmacau,China,Forbes,7813,0,0,,0,,,no,needs sample scrape,no post data at all — needs a sample scrape before it can be ranked
Banyan Tree Macau,banyantreemacau,China,Forbes,5685,0,0,,0,,,no,needs sample scrape,no post data at all — needs a sample scrape before it can be ranked
Hotel New Otani Tokyo Executive House Zen,executivehousezen,Japan,Forbes,3355,0,0,,0,,,no,needs sample scrape,no post data at all — needs a sample scrape before it can be ranked
